financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
GLPG.AS,GLPG,AMS,Galapagos NV,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=AMS;financialdata_ticker=GLPG;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
TKWY.AS,TKWY,AMS,Just Eat Takeaway.com NV,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=AMS;financialdata_ticker=TKWY;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
AZTECACPO.MX,AZTECACPO,BMV,"Televisión Azteca, S.A.B. de C.V.",current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=AZTECACPO;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
CX.MX,CX,BMV,CEMEX S.A.B. de C.V.,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=CX;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
ICA.MX,ICA,BMV,Empresas ICA,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=ICA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
LBTYAN.MX,LBTYAN,BMV,Liberty Global Ltd.,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=LBTYAN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
TS.MX,TS,BMV,Tenaris S.A.,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=TS;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
TV.MX,TV,BMV,"Grupo Televisa, S.A.B.",current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=TV;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
URBI.MX,URBI,BMV,"Urbi Desarrollos Urbanos, S.A.B. de C.V.",current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=BMV;financialdata_ticker=URBI;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
ABVX.PA,ABVX,Euronext,Abivax,current_exchange_gap,ABVX,Euronext,ABIVAX,FR0012333284,euronext_equities,exchange_directory,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=Euronext;financialdata_ticker=ABVX;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=ABVX;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
AMUN.PA,AMUN,Euronext,Amundi S.A.,current_exchange_gap,AMUN,Euronext,AMUNDI,FR0004125920,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=AMUN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=AMUN;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
BLV.PA,BLV,Euronext,Believe SAS,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=Euronext;financialdata_ticker=BLV;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
CA.PA,CA,Euronext,Carrefour S.A.,current_exchange_gap,CA,Euronext,CARREFOUR,FR0000120172,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=CA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=CA;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
DIM.PA,DIM,Euronext,Sartorius AG,current_exchange_gap,DIM,Euronext,SARTORIUS STED BIO,FR0013154002,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=DIM;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=DIM;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
EDEN.PA,EDEN,Euronext,Edenred SE,current_exchange_gap,EDEN,Euronext,EDENRED,FR0010908533,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=EDEN;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=EDEN;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
EFG.PA,EFG,Euronext,Eagle Football Group,current_exchange_gap,EFG,Euronext,EAGLEFOOTBALLGROUP,FR0010428771,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=EFG;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=EFG;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
KOF.PA,KOF,Euronext,Kaufman & Broad SA,current_exchange_gap,KOF,Euronext,KAUFMAN ET BROAD,FR0004007813,euronext_equities,exchange_directory,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=Euronext;financialdata_ticker=KOF;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=KOF;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
MLVER.PA,MLVER,Euronext,Verney-Carron S.A.,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=Euronext;financialdata_ticker=MLVER;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
RXL.PA,RXL,Euronext,Rexel S.A.,current_exchange_gap,RXL,Euronext,REXEL,FR0010451203,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=RXL;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=RXL;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
TFI.PA,TFI,Euronext,TF1 Group,current_exchange_gap,TFI,Euronext,TF1,FR0000054900,euronext_equities,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=Euronext;financialdata_ticker=TFI;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=TFI;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
TKTT.PA,TKTT,Euronext,Tarkett S.A.,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=Euronext;financialdata_ticker=TKTT;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
TOUP.PA,TOUP,Euronext,Touax,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=Euronext;financialdata_ticker=TOUP;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
TTE.PA,TTE,Euronext,TotalEnergies SE,current_exchange_gap,TTE,Euronext,TOTALENERGIES,FR0000120271,euronext_equities,secondary_listing_subset,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=Euronext;financialdata_ticker=TTE;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=TTE;official_source_key=euronext_equities;official_reference_scope=secondary_listing_subset;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
VIV.PA,VIV,Euronext,Vivendi SE,current_exchange_gap,VIV,Euronext,VIVENDI SE,FR0000127771,euronext_equities,exchange_directory,skip,isin_already_exists_in_database,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review,Existing database ISIN evidence plus cross-listing review before any supplemental listing.,Do not duplicate an existing database ISIN without explicit cross-listing review.,financialdata_exchange=Euronext;financialdata_ticker=VIV;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=Euronext;official_ticker=VIV;official_source_key=euronext_equities;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=isin_already_exists_in_database;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_database_isin_confirms_no_supplement_needed_or_cross_listing_review
XIL.PA,XIL,Euronext,Xilam Animation,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=Euronext;financialdata_ticker=XIL;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
ABBA.JK,ABBA,IDX,PT Mahaka Media Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=ABBA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
BBCA.JK,BBCA,IDX,PT Bank Central Asia Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=BBCA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
HEAL.JK,HEAL,IDX,Hermina Hospitals Group,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=HEAL;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
MASA.JK,MASA,IDX,PT Multistrada Arah Sarana Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=MASA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
