target_listing_key,ticker,target_exchange,official_name,official_asset_type,official_isin,official_source_key,existing_listing_keys,existing_exchanges,existing_names,existing_asset_types,existing_isins,same_isin_listing_keys,identity_evidence,collision_risk_flags,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
Euronext::ABCH,ABCH,Euronext,21shares Bitcoin Cash ETP,ETF,CH0475552201,euronext_etfs,XETRA::ABCH,XETRA,21Shares Bitcoin Cash ETP,ETF,CH0475552201,XETRA::ABCH,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No further evidence required; matching ISIN CH0475552201 and identical name confirm cross-listing.,"Target listing on Euronext shares ISIN CH0475552201 with existing XETRA listing ABCH. Name and asset type match, confirming it is the same ETF cross-listed.",Cross-listing linkage requires manual confirmation before merging or linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::AKOM,AKOM,Euronext,AERKOMM INC,Stock,US00774B2088,euronext_equities,OTC::AKOM,OTC,Aerkomm Inc,Stock,US00774B2088,OTC::AKOM,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,Euronext vs OTC exchange cross-listing confirmation,Official ISIN and name match indicate same security. Different exchange listings require cross-listing handling.,Requires manual review to link listings as cross-listed or treat as separate exchanges.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::ALUM,ALUM,Euronext,WISDOMTREE ALUMINIUM,ETF,GB00B15KXN58,euronext_etfs,LSE::ALUM,LSE,WisdomTree Aluminium,ETF,GB00B15KXN58,LSE::ALUM|TSE::1692|XETRA::OD7A,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,Euronext vs LSE cross-listing confirmation; also check existing XETRA and TSE listings.,Same ISIN and name across multiple exchanges; ETF cross-listing is common.,"Cross-listing mapping needed between Euronext, LSE, XETRA, TSE.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::ANRJ,ANRJ,Euronext,Amundi Global Hydrogen UCITS ETF - Acc,ETF,FR0010930644,euronext_etfs,LSE::ANRJ,LSE,Amundi Global Hydrogen UCITS ETF - Acc,ETF,FR0010930644,LSE::ANRJ|XETRA::AMEE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,Euronext vs LSE cross-listing confirmation; also check existing XETRA listing under ticker AMEE.,Same ISIN and name indicate the same ETF. Multiple exchange listings need cross-referencing.,"Requires cross-listing verification between Euronext, LSE, and XETRA.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::ASIG,ASIG,Euronext,iShares $ Asia Investment Grade Corp Bond UCITS ETF USD (Acc),ETF,IE0007G78AC4,euronext_etfs,AMS::ASIG,AMS,iShares $ Asia Investment Grade Corp Bond UCITS ETF USD (Acc),ETF,IE0007G78AC4,AMS::ASIG,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,Confirm if Euronext and AMS (Amsterdam) are treated as separate exchanges or if this is a duplicate listing on the same exchange group.,Same ISIN and name; existing listing on AMS may be the same as Euronext listing if Euronext sub-exchanges are not distinct.,Need to resolve whether AMS and Euronext listings represent the same exchange segment.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::AWSRIE,AWSRIE,Euronext,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,ETF,IE00BDR55927,euronext_etfs,SIX::AWSRIE,SIX,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,ETF,IE00BDR55927,SIX::AWSRIE|XETRA::AW1R,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,Euronext vs SIX cross-listing confirmation; also check existing XETRA listing under ticker AW1R.,Same ISIN and name indicate the same ETF. Cross-exchange listings need validation.,"Cross-listing mapping required between Euronext, SIX, and XETRA.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::AXRP,AXRP,Euronext,21shares XRP ETP,ETF,CH0454664043,euronext_etfs,AMS::AXRP,AMS,21Shares XRP ETP,ETF,CH0454664043,AMS::AXRP|SIX::AXRP-USD|XETRA::21XP,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official Euronext listing confirmation for ISIN CH0454664043 under ticker AXRP to ensure cross-listing integrity.,"Strong identity evidence: exact name match '21shares XRP ETP', matching ISIN CH0454664043, consistent ETF asset type, and existing listing on AMS with same ISIN. Highly likely same security cross-listed on Euronext.",Database application blocked pending official confirmation that Euronext listing is authorized and correctly mapped to the existing security.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BENE,BENE,Euronext,WISDOMTREE ENERGY ENHANCED,ETF,IE00BF4TWF63,euronext_etfs,LSE::BENE,LSE,WisdomTree Energy Enhanced,ETF,IE00BF4TWF63,LSE::BENE|XETRA::XMWK,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official Euronext listing confirmation for ISIN IE00BF4TWF63 under ticker BENE to ensure cross-listing integrity.,"Strong identity evidence: exact name match 'WISDOMTREE ENERGY ENHANCED', matching ISIN IE00BF4TWF63, consistent ETF asset type, and existing listing on LSE with same ISIN. Highly likely same security cross-listed on Euronext.",Database application blocked pending official confirmation that Euronext listing is authorized and correctly mapped to the existing security.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BMAC,BMAC,Euronext,DDA Bitcoin Macro ETP,ETF,DE000A3G9SE0,euronext_etfs,XETRA::BMAC,XETRA,DDA Bitcoin Macro ETP,ETF,DE000A3G9SE0,XETRA::BMAC,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official Euronext listing confirmation for ISIN DE000A3G9SE0 under ticker BMAC to ensure cross-listing integrity.,"Strong identity evidence: exact name match 'DDA Bitcoin Macro ETP', matching ISIN DE000A3G9SE0, consistent ETF asset type, and existing listing on XETRA with same ISIN. Highly likely same security cross-listed on Euronext.",Database application blocked pending official confirmation that Euronext listing is authorized and correctly mapped to the existing security.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BRNT,BRNT,Euronext,WisdomTree Brent Crude Oil,ETF,JE00B78CGV99,euronext_etfs,LSE::BRNT,LSE,WisdomTree Brent Crude Oil,ETF,JE00B78CGV99,LSE::BRNG|LSE::BRNT|XETRA::OOEA,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official Euronext listing confirmation for ISIN JE00B78CGV99 under ticker BRNT to ensure cross-listing integrity.,"Strong identity evidence: exact name match 'WisdomTree Brent Crude Oil', matching ISIN JE00B78CGV99, consistent ETF asset type, and existing listing on LSE with same ISIN. Highly likely same security cross-listed on Euronext.",Database application blocked pending official confirmation that Euronext listing is authorized and correctly mapped to the existing security.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BTC0E,BTC0E,Euronext,VALOUR BITCOIN ZERO,ETF,CH0573883474,euronext_etfs,AMS::BTC0E,AMS,VALOUR BITCOIN ZERO,ETF,CH0573883474,AMS::BTC0E,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official Euronext listing confirmation for ISIN CH0573883474 under ticker BTC0E to ensure cross-listing integrity.,"Strong identity evidence: exact name match 'VALOUR BITCOIN ZERO', matching ISIN CH0573883474, consistent ETF asset type, and existing listing on AMS with same ISIN. Highly likely same security cross-listed on Euronext.",Database application blocked pending official confirmation that Euronext listing is authorized and correctly mapped to the existing security.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BTCG,BTCG,Euronext,Bitwise Diaman Bitcoin & Gold ETP,ETF,DE000A4AKW34,euronext_etfs,XETRA::BTCG,XETRA,Bitwise Diaman Bitcoin & Gold ETP,ETF,DE000A4AKW34,XETRA::BTCG,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Official ISIN DE000A4AKW34 and exact name match with XETRA listing confirm same instrument.,,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::BTCN,BTCN,Euronext,iShares Bitcoin ETP,ETF,XS2940466316,euronext_etfs,AMS::BTCN,AMS,iShares Bitcoin ETP,ETF,XS2940466316,AMS::BTCN|LSE::IB1T,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Official ISIN XS2940466316 and exact name match with AMS listing confirm same instrument.,,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCBO,CCBO,Euronext,WISDOMTREE AT1 COCO BOND UCITS ETF - USD,ETF,IE00BZ0XVF52,euronext_etfs,LSE::CCBO,LSE,WisdomTree AT1 CoCo Bond UCITS ETF - USD,ETF,IE00BZ0XVF52,LSE::CCBO|XETRA::WTDI,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Official ISIN IE00BZ0XVF52 and name match with LSE listing confirm same instrument.,,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCNA,CCNA,Euronext,ONEMARKETS MSCI EUROPE UNIVERSAL UCITS ETF,ETF,LU3281687312,euronext_etfs,XETRA::CCNA,XETRA,onemarkets MSCI Europe Universal UCITS ETF,ETF,LU3281687312,XETRA::CCNA,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Official ISIN LU3281687312 and name match with XETRA listing confirm same instrument.,,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCNC,CCNC,Euronext,ONEMARKETS MSCI WORLD UNIVERSAL UCITS ETF,ETF,LU3281687825,euronext_etfs,XETRA::CCNC,XETRA,onemarkets MSCI World Universal UCITS ETF,ETF,LU3281687825,XETRA::CCNC,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,,Official ISIN LU3281687825 and name match with XETRA listing confirm same instrument.,,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCNG,CCNG,Euronext,ONEMARKETS MSCI EURO GOVERNMENT BOND 1M - 1Y UCITS ETF,ETF,LU3281688476,euronext_etfs,XETRA::CCNG,XETRA,onemarkets MSCI Euro Government Bond 1M - 1Y UCITS ETF,ETF,LU3281688476,XETRA::CCNG,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,none,"Same ISIN LU3281688476, exact name match, and consistent asset type indicate this is the same security cross-listed on Euronext and XETRA.",Already exists in database with ISIN LU3281688476 on XETRA; likely a cross-listing. Manual review recommended to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCNH,CCNH,Euronext,ONEMARKETS MSCI EURO GOVERNMENT BOND UCITS ETF,ETF,LU3281688633,euronext_etfs,XETRA::CCNH,XETRA,onemarkets MSCI Euro Government Bond UCITS ETF,ETF,LU3281688633,XETRA::CCNH,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,none,"Same ISIN LU3281688633, exact name match, and consistent asset type indicate this is the same security cross-listed on Euronext and XETRA.",Already exists in database with ISIN LU3281688633 on XETRA; likely a cross-listing. Manual review recommended to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CCNI,CCNI,Euronext,ONEMARKETS MSCI EURO IG UNIVERSAL CORPORATE BOND UCITS ETF,ETF,LU3281688807,euronext_etfs,XETRA::CCNI,XETRA,onemarkets MSCI Euro IG Universal Corporate Bond UCITS ETF,ETF,LU3281688807,XETRA::CCNI,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,none,"Same ISIN LU3281688807, exact name match, and consistent asset type indicate this is the same security cross-listed on Euronext and XETRA.",Already exists in database with ISIN LU3281688807 on XETRA; likely a cross-listing. Manual review recommended to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CG1,CG1,Euronext,AMUNDI ETF DAX UCITS ETF DR,ETF,FR0010655712,euronext_etfs,LSE::CG1,LSE,Amundi ETF DAX UCITS ETF DR,ETF,FR0010655712,LSE::CG1|XETRA::CG1G,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,none,"Same ISIN FR0010655712, exact name match, and consistent asset type indicate this is the same security cross-listed on Euronext, LSE, and XETRA.",Already exists in database with ISIN FR0010655712 on LSE and XETRA; likely a cross-listing. Manual review recommended to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CO2,CO2,Euronext,SPARKCHANGE PHYSICAL CARBON EUA ETC,ETF,XS2353177293,euronext_etfs,LSE::CO2,LSE,SparkChange Physical Carbon EUA ETC,ETF,XS2353177293,LSE::CO2|LSE::CO2P|LSE::CO2U|XETRA::FCO2,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,none,"Same ISIN XS2353177293, exact name match, and consistent asset type indicate this is the same security cross-listed on Euronext, LSE, and XETRA.",Already exists in database with ISIN XS2353177293 on LSE and XETRA; likely a cross-listing. Manual review recommended to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::COFF,COFF,Euronext,WISDOMTREE COFFEE,ETF,JE00BN7KB557,euronext_etfs,LSE::COFF,LSE,WisdomTree Coffee,ETF,JE00BN7KB557,LSE::COFF|XETRA::OD7B,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,"Official exchange documentation confirming cross-listing (e.g., Euronext listing notice for this ISIN on multiple markets)","Same ISIN, exact name match, and asset type consistent with existing LSE listing. Likely the same ETF cross-listed on Euronext.",Await explicit exchange-level verification before linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::COGLD,COGLD,Euronext,EDR Certified Origin Physical Gold PLC,ETF,XS2497911219,euronext_etfs,OSL::COGLD,OSL,EDR Certified Origin Physical Gold PLC,ETF,XS2497911219,OSL::COGLD,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,"Official exchange documentation confirming cross-listing (e.g., Euronext listing notice for this ISIN on multiple markets)","Same ISIN, exact name match, and asset type consistent with existing OSL listing. Likely the same ETF cross-listed on Euronext.",Await explicit exchange-level verification before linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::COPM,COPM,Euronext,iShares Copper Miners UCITS ETF,ETF,IE00063FT9K6,euronext_etfs,AMS::COPM,AMS,iShares Copper Miners UCITS ETF,ETF,IE00063FT9K6,AMS::COPM|LSE::MINE|XETRA::CEBS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,"Official exchange documentation confirming cross-listing (e.g., Euronext listing notice for this ISIN on multiple markets)","Same ISIN, exact name match, and asset type consistent with existing AMS listing. Likely the same ETF cross-listed on Euronext (may be duplicate within Euronext markets).",Await explicit exchange-level verification before linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::COTN,COTN,Euronext,WISDOMTREE COTTON,ETF,GB00B15KXT11,euronext_etfs,LSE::COTN,LSE,WisdomTree Cotton,ETF,GB00B15KXT11,LSE::COTN|XETRA::OD7E,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,"Official exchange documentation confirming cross-listing (e.g., Euronext listing notice for this ISIN on multiple markets)","Same ISIN, exact name match, and asset type consistent with existing LSE listing. Likely the same ETF cross-listed on Euronext.",Await explicit exchange-level verification before linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CPRS,CPRS,Euronext,Leverage Shares -3x Short Copper ETC,ETF,XS3299460967,euronext_etfs,AMS::CPRS,AMS,Leverage Shares -3x Short Copper ETC,ETF,XS3299460967,AMS::CPRS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.7,"Official exchange documentation confirming cross-listing (e.g., Euronext listing notice for this ISIN on multiple markets)","Same ISIN, exact name match, and asset type consistent with existing AMS listing. Likely the same ETF cross-listed on Euronext (may be duplicate within Euronext markets).",Await explicit exchange-level verification before linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CRRY,CRRY,Euronext,WisdomTree Enhanced Commodity Carry,ETF,XS3022291473,euronext_etfs,LSE::CRRY,LSE,WisdomTree Enhanced Commodity Carry,ETF,XS3022291473,LSE::CRRY,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None; ISIN and name match confirm identity, cross-listing.",Same ETF (XS3022291473) already listed on LSE with identical name and asset type; likely cross-listed on Euronext.,Cross-listing handling requires policy decision.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CRUD,CRUD,Euronext,WISDOMTREE WTI CRUDE OIL,ETF,GB00B15KXV33,euronext_etfs,LSE::CRUD,LSE,WisdomTree WTI Crude Oil,ETF,GB00B15KXV33,BMV::CRUDN|Euronext::CRUDP|LSE::CRUD|LSE::CRUP|TSE::1690|XETRA::OD7F,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None; ISIN and name match, existing cross-listings on BMV, Euronext, LSE, TSE, XETRA.",Same ETF (GB00B15KXV33) with multiple existing listings on other exchanges; Euronext listing is a cross-listing.,Cross-listing handling requires policy decision.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CTEN,CTEN,Euronext,CoinShares Physical Top10 Crypto Market ETP,ETF,JE00BPRDNL86,euronext_etfs,XETRA::CTEN,XETRA,CoinShares Physical Top10 Crypto Market ETP,ETF,JE00BPRDNL86,XETRA::CTEN,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None; ISIN and name match confirm identity, existing on XETRA.",Same ETP (JE00BPRDNL86) listed on XETRA; Euronext listing is a cross-listing.,Cross-listing handling requires policy decision.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CUL3,CUL3,Euronext,Leverage Shares 3x Long Copper ETC,ETF,XS3299460884,euronext_etfs,AMS::CUL3,AMS,Leverage Shares 3x Long Copper ETC,ETF,XS3299460884,AMS::CUL3,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None; ISIN and name match, existing on AMS (Euronext Amsterdam).",Same ETC (XS3299460884) already listed on AMS; Euronext listing likely represents Paris venue.,Cross-listing handling requires policy decision.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::CYBU,CYBU,Euronext,iShares China CNY Bond UCITS ETF USD Hedged (Dist),ETF,IE00BKT6RT64,euronext_etfs,AMS::CYBU,AMS,iShares China CNY Bond UCITS ETF USD Hedged (Dist),ETF,IE00BKT6RT64,AMS::CYBU,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None; ISIN and name match, existing on AMS.",Same ETF (IE00BKT6RT64) already listed on AMS; Euronext listing is a cross-listing.,Cross-listing handling requires policy decision.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
