listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
PSE::PIZZA,PIZZA,PSE,Stock,Shakey’s Pizza Asia Ventures Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::PMPC,PMPC,PSE,Stock,Panasonic Manufacturing Philippines Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::PNB,PNB,PSE,Stock,Philippine National Bank,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::PRMX,PRMX,PSE,Stock,Primex Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::PXP,PXP,PSE,Stock,PXP Energy Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::RRHI,RRHI,PSE,Stock,Robinsons Retail Holdings Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::SECB,SECB,PSE,Stock,Security Bank Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::SHLPH,SHLPH,PSE,Stock,Pilipinas Shell Petroleum Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::SHNG,SHNG,PSE,Stock,Shang Properties Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::SPNEC,SPNEC,PSE,Stock,Solar Philippines Nueva Ecija Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::TBGI,TBGI,PSE,Stock,Transpacific Broadband Group International Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::TUGS,TUGS,PSE,Stock,Harbor Star Shipping Services Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::UPSON,UPSON,PSE,Stock,Upson International Corp.,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::VLL,VLL,PSE,Stock,Vista Land and Lifescapes Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::VREIT,VREIT,PSE,Stock,VistaREIT Inc.,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::VVT,VVT,PSE,Stock,Vivant Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::WLCON,WLCON,PSE,Stock,Wilcon Depot Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::WPI,WPI,PSE,Stock,Waterfront Philippines Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::XG,XG,PSE,Stock,NexGen Energy Corp,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
PSE::ZHI,ZHI,PSE,Stock,Zeus Holdings Inc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: pse_listed_company_directory.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=pse_listed_company_directory;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,pse_listed_company_directory,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::AEIB,AEIB,SEM,Stock,AFREXIMBANK,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::AFRP,AFRP,SEM,Stock,AFRICURE PHARMACUETICALS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::ANGM,ANGM,SEM,Stock,SWAN LIFE LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::ASCE-A,ASCE-A,SEM,Stock,ASCENCIA LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::CHSL,CHSL,SEM,Stock,CONSTANCE HOTELS SERVICES LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::CIEL,CIEL,SEM,Stock,CIEL LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::DCPL,DCPL,SEM,Stock,AGAPE GLOBAL INVESTMENTS LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::EATS,EATS,SEM,Stock,AFRICA EATS LTD (USD),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::ENLG,ENLG,SEM,Stock,ALMARYS LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::EUDC,EUDC,SEM,Stock,EXCELSIOR UNITED DEVELOPMENT COMPANIES LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::HML,HML,SEM,Stock,HAREL MALLAC LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::HTLS,HTLS,SEM,Stock,HOTELEST LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
