listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::MGPUF,MGPUF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official verification of entity name and listing status, e.g., from issuer or regulatory filing.",Name is missing; cannot confirm entity without official evidence; OTC listing requires formal validation.,Insufficient official evidence to confirm the listing's validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MGROF,MGROF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Missing company name; official OTC Markets listing data or SEC filing needed to verify issuer identity.,"The row has an empty name field. Without a name, we cannot confirm the issuer or validate that this ticker represents a legitimate OTC security. Official evidence is needed to proceed.",No issuer name provided; cannot verify scope without basic identifying information.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MGUFF,MGUFF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Missing company name; official OTC Markets listing or regulatory filing needed to identify issuer.,"Empty name prevents any verification. Without issuer identity, we cannot ascertain if MGUFF is a legitimate OTC instrument. Official evidence is mandatory.",No issuer name provided.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHIVF,MHIVF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Missing company name; official OTC Markets or regulatory data needed to identify issuer.,"Empty name field prevents any identity verification. Without an issuer name, we cannot evaluate scope. Official evidence is essential.",No issuer name provided.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHPSY,MHPSY,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing is present in the database with scope extended, but no official evidence (ISIN, exchange confirmation, issuer linkage) is provided to verify the security's validity.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHTZF,MHTZF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing is present in the database with scope extended, but no official evidence (ISIN, exchange confirmation, issuer linkage) is provided to verify the security's validity.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHUBF,MHUBF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing is present in the database with scope extended, but no official evidence (ISIN, exchange confirmation, issuer linkage) is provided to verify the security's validity.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHVIY,MHVIY,OTC,Stock,"Mitsubishi Heavy Industries, Ltd.",extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing has a name 'Mitsubishi Heavy Industries, Ltd.' but still lacks official evidence (ISIN, exchange confirmation) to fully verify the listing.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MHVYF,MHVYF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing is present in the database with scope extended, but no official evidence (ISIN, exchange confirmation, issuer linkage) is provided to verify the security's validity.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIDLF,MIDLF,OTC,Stock,Midland Exploration Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing has a name 'Midland Exploration Inc' but still lacks official evidence (ISIN, exchange confirmation) to fully verify the listing.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIELF,MIELF,OTC,Stock,Mitsubishi Electric Corporation,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing has a name 'Mitsubishi Electric Corporation' but still lacks official evidence (ISIN, exchange confirmation) to fully verify the listing.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIESF,MIESF,OTC,Stock,Mitsui E&S Holdings Co. Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing has a name 'Mitsui E&S Holdings Co. Ltd' but still lacks official evidence (ISIN, exchange confirmation) to fully verify the listing.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MILFF,MILFF,OTC,Stock,1CM Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing has a name '1CM Inc' but still lacks official evidence (ISIN, exchange confirmation) to fully verify the listing.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MILGF,MILGF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,"Official source confirmation of OTC listing existence, ISIN, issuer linkage.","The OTC listing is present in the database with scope extended, but no official evidence (ISIN, exchange confirmation, issuer linkage) is provided to verify the security's validity.",Insufficient official evidence to confirm the OTC listing; database update blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MILIF,MILIF,OTC,Stock,Military Metals Corp.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MILIF,Ticker appears in internal database as extended OTC listing with name 'Military Metals Corp.' but lacks external official verification. Missing source of truth outcome and metadata enrichment.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIMDF,MIMDF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MIMDF,"Ticker appears in internal database as extended OTC listing but name is empty, indicating missing metadata. Lacks official verification.",No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIMTF,MIMTF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MIMTF,"Ticker appears in internal database as extended OTC listing but name is empty, indicating missing metadata. Lacks official verification.",No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MINBY,MINBY,OTC,Stock,MINEBEA MITSUMI Inc.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MINBY (MINEBEA MITSUMI Inc.),Ticker appears in internal database as extended OTC listing with name but lacks external official verification.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MINOF,MINOF,OTC,Stock,Minor International Public Company Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MINOF (Minor International Public Company Limited),Ticker appears in internal database as extended OTC listing with name but lacks external official verification.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MIPCF,MIPCF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MIPCF,"Ticker appears in internal database as extended OTC listing but name is empty, indicating missing metadata. Lacks official verification.",No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MISVF,MISVF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MISVF,"Ticker appears in internal database as extended OTC listing but name is empty, indicating missing metadata. Lacks official verification.",No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MITCF,MITCF,OTC,Stock,Mitani Corporation,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MITCF (Mitani Corporation),Ticker appears in internal database as extended OTC listing with name but lacks external official verification.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MITEF,MITEF,OTC,Stock,Mitsubishi Estate Co. Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MITEF (Mitsubishi Estate Co. Ltd),Ticker appears in internal database as extended OTC listing with name but lacks external official verification.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MITFF,MITFF,OTC,Stock,Mitie Group plc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official exchange listing confirmation or issuer documentation for OTC ticker MITFF (Mitie Group plc),Ticker appears in internal database as extended OTC listing with name but lacks external official verification.,No official evidence to confirm listing or issuer identity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MITI,MITI,OTC,Stock,Mitesco Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MITSY,MITSY,OTC,Stock,Mitsui & Company Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MJDLF,MJDLF,OTC,Stock,Major Drilling Group International Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MJLB,MJLB,OTC,Stock,Ultrack Systems Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MJNA,MJNA,OTC,Stock,Medical Marijuana I,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MJWNY,MJWNY,OTC,Stock,Naked Wines plc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of OTC listing, issuer details, and current trading status from a recognized exchange or regulatory source.",The row is marked as a clean extended OTC listing but lacks direct supporting evidence from an official source; conservative review requires verified issuer and listing data.,Insufficient official evidence; database application blocked pending verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKEWF,MKEWF,OTC,Stock,Makita Corporation,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKGAF,MKGAF,OTC,Stock,Merck KGaA,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKGP,MKGP,OTC,Stock,Maverick Energy Group Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKIN,MKIN,OTC,Stock,MCNB Banks Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKKOF,MKKOF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official source confirming OTC listing and instrument name (currently missing).,OTC listing in extended scope lacks external verification and has missing name. Conservative review requires official evidence to confirm validity and fill gaps.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKNGF,MKNGF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official source confirming OTC listing and instrument name (currently missing).,OTC listing in extended scope lacks external verification and has missing name. Conservative review requires official evidence to confirm validity and fill gaps.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKRIF,MKRIF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official source confirming OTC listing and instrument name (currently missing).,OTC listing in extended scope lacks external verification and has missing name. Conservative review requires official evidence to confirm validity and fill gaps.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKSEF,MKSEF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official source confirming OTC listing and instrument name (currently missing).,OTC listing in extended scope lacks external verification and has missing name. Conservative review requires official evidence to confirm validity and fill gaps.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MKTAY,MKTAY,OTC,Stock,Makita Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLBEF,MLBEF,OTC,Stock,5G Networks Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official source confirming OTC listing and instrument details (e.g., SEC filing, exchange listing, or regulatory document).",OTC listing in extended scope lacks external verification. Conservative review requires official evidence to confirm validity.,Insufficient official evidence to apply scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLPH,MLPH,OTC,Stock,Molecular Pharmacology (USA) Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official issuer name and proof of active OTC listing from SEC filings or exchange records.,The listing is already extended but lacks independent verification of the issuer and eligibility. Missing official source to confirm scope.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLPKF,MLPKF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name. The database name is empty; require formal identification from regulatory filings or exchange.,"The issuer name is missing, indicating a critical gap. Without official name, scope determination cannot be verified.",Missing issuer name; no basis for scope extension without identification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLPNF,MLPNF,OTC,Stock,Millennial Potash Corp.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of issuer identity and OTC listing status from regulatory filings.,The listing is already extended but lacks independent verification of the issuer 'Millennial Potash Corp.' Official source needed.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLSPF,MLSPF,OTC,Stock,Melrose Industries PLC,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of issuer identity and OTC listing status from regulatory filings.,The listing is already extended but lacks independent verification for 'Melrose Industries PLC'. Need primary source evidence.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLXEF,MLXEF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name; database entry is empty. Must be sourced from regulatory filings or exchange records.,Missing issuer name prevents any verification. Official evidence required to proceed.,Missing issuer name; cannot confirm OTC listing eligibility.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLXSF,MLXSF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name; database entry is empty. Verification from primary sources required.,"Empty issuer name is a critical gap. Without it, scope extension is unjustified.",Missing issuer name; OTC listing cannot be confirmed.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLYBY,MLYBY,OTC,Stock,Malayan Banking Berhad,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of issuer identity and OTC listing status for 'Malayan Banking Berhad' from regulatory filings or exchange.,Already extended but lacks independent verification. Need primary source to confirm scope inclusion.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MLYNF,MLYNF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name; database entry is empty. Formal identification from SEC filings or exchange required.,Missing issuer name blocks any scope verification. Official evidence is mandatory.,Missing issuer name; cannot verify OTC listing eligibility.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
