isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
GI000A0F6407,,true,2,2,LSE::EVOK|OTC::EIHDF,888 Holdings | EVOKE PLC,LSE | OTC,EIHDF | EVOK,,name_clusters_disjoint;registered_country_unknown,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
HK0291001490,Hong Kong,true,2,2,OTC::CHKMF|OTC::CRHKF,China Resources Beer Holdings Co Ltd | Cohiba Minerals Limited,OTC,CHKMF | CRHKF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE0001R850E1,Ireland,true,2,2,NASDAQ::SMID|XETRA::FTGD,First Trust SMID Rising Dividend Achievers UCITS ETF | Smith-Midland Corp,NASDAQ | XETRA,FTGD | SMID,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE0009Y1MQJ2,Ireland,true,2,2,NASDAQ::FACT|XETRA::FCRN,FACT II Acquisition Corp. Class A Ordinary Shares | iShares World Equity Factor Rotation Active UCITS ETF USD (Acc),NASDAQ | XETRA,FACT | FCRN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE000CM02H85,Ireland,true,2,2,LSE::FRXT|OTC::FLXT,Flexpoint Sensor Systems Inc | Franklin FTSE Taiwan UCITS ETF GBP,LSE | OTC,FLXT | FRXT,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE000IM4K4K2,Ireland,true,2,2,NASDAQ::METU|XETRA::FLRA,Direxion Daily META Bull 2X Shares | Franklin Metaverse UCITS ETF USD Acc EUR,NASDAQ | XETRA,FLRA | METU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE000SBHVL31,Ireland,true,2,2,OTC::ABIT|XETRA::ABIU,AXA IM ACT Biodiversity Equity UCITS ETF USD Acc | Athena Bitcoin Global,OTC | XETRA,ABIT | ABIU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE000Y9MG996,Ireland,true,2,2,OTC::WEBB|XETRA::WEBA,Amundi US Tech 100 Equal Weight UCITS ETF DR USD Income EUR | Web Global Holdings Inc,OTC | XETRA,WEBA | WEBB,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BDQZ5152,Ireland,true,2,2,OTC::ICBU|XETRA::SXRF,Imd Companies | iShares USD Intermediate Credit Bond UCITS ETF,OTC | XETRA,ICBU | SXRF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BF2FN646,Ireland,true,2,2,LSE::TRXG|NYSE::TREX,Invesco US Treasury Bond 7-10 Year UCITS ETF USD Dist GBP | Trex Company Inc,LSE | NYSE,TREX | TRXG,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BF2NR112,Ireland,true,2,2,LSE::GRP|OTC::GRPI,Greencoat Renewables PLC | Grupo International Inc,LSE | OTC,GRP | GRPI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BH3YZ803,Ireland,true,2,2,NYSE ARCA::USML|XETRA::SMLK,ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN | Invesco S&P SmallCap 600 UCITS ETF,NYSE ARCA | XETRA,SMLK | USML,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BHZRQZ17,Ireland,true,2,2,LSE::FRIN|OTC::FLXI,FlexiInternational Software Inc | Franklin FTSE India UCITS ETF GBP,LSE | OTC,FLXI | FRIN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BKVD2N49,Ireland,true,2,2,LSE::0AD3|OTC::STKKF,Seagate Technology Holdings plc | Strike Energy Limited,LSE | OTC,0AD3 | STKKF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BKWQ0M75,Ireland,true,2,2,NASDAQ::SMCX|NYSE::SMC,Defiance Daily Target 2X Long SMCI ETF | Summit Midstream Corporation,NASDAQ | NYSE,SMC | SMCX,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BL0L0D23,Ireland,true,2,2,NASDAQ::CAPS|NASDAQ::FTCS,Capstone Holding Corp. Common Stock | First Trust Capital Strength ETF,NASDAQ,CAPS | FTCS,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BL6K6H97,Ireland,true,2,2,LSE::TIGG|NASDAQ::TIGR,L&G India INR Government Bond UCITS ETF USD Distributing GBP | Up Fintech Holding Ltd,LSE | NASDAQ,TIGG | TIGR,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BYMS5W68,Ireland,true,2,2,NASDAQ::FTEK|XETRA::KFTK,Fuel Tech Inc | Source KBW NASDAQ Fintech UCITS,NASDAQ | XETRA,FTEK | KFTK,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BYX8XD24,Ireland,true,2,2,NYSE::SPME|XETRA::IS31,"Sound Point Meridian Capital, Inc. | iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc)",NYSE | XETRA,IS31 | SPME,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BYXPSP02,Ireland,true,2,2,NYSE::IBTA|TASE::IS-FF102,"Ibotta, Inc. | iShares $ Treasury Bond 1-3 UCITS Acc",NYSE | TASE,IBTA | IS-FF102,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0002780109,Israel,true,2,2,TASE::FNTS|TASE::WILK,Fantasy Network Ltd | Wilk Technologies Ltd,TASE,FNTS | WILK,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0003970188,Israel,true,2,2,TASE::NERZ|TASE::THES,New Horizon Group Ltd | Thirdeye Systems Ltd,TASE,NERZ | THES,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0004940131,Israel,true,2,2,TASE::GODM|TASE::MIA,GO.D.M Investments Ltd | Mia Dynamics Motors Ltd,TASE,GODM | MIA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0007590198,Israel,true,2,2,OTC::BYSD|TASE::GVYM,Bayside Corp | GavYam Lands Corp Ltd,OTC | TASE,BYSD | GVYM,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0010846983,Israel,true,2,2,OTC::HLAN|OTC::HLTEF,Heartland Banccorp | Hilan Ltd,OTC,HLAN | HLTEF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0010849045,Israel,true,2,2,NASDAQ::BVC|OTC::BVCLF,BATM Advanced Communications Ltd. | BitVentures Limited,NASDAQ | OTC,BVC | BVCLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0010901416,Israel,true,2,2,TASE::TDGN|TASE::TGI,TGI Infrastructures Ltd | Tadir-Gan (Precision Products) 1993 Ltd,TASE,TDGN | TGI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0010970544,Israel,true,2,2,TASE::ICB|TASE::SLCL,Israel China Biotechnology (ICB) Ltd | Silver Castle Holdings Ltd,TASE,ICB | SLCL,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0011214744,Israel,true,2,2,NYSE ARCA::ILDR|TASE::ILDA,First Trust Innovation Leaders ETF | The Israel Land Development Company Ltd,NYSE ARCA | TASE,ILDA | ILDR,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0011226540,Israel,true,2,2,OTC::STRG|TASE::MDVI,Medivie Therapeutic Ltd | Starguide Group Inc,OTC | TASE,MDVI | STRG,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0011702409,Israel,true,2,2,OTC::AQUEF|SET::AQUA,Aqua Corporation Public Company Limited | VELORYX LTD,OTC | SET,AQUA | AQUEF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IM00B3RLCZ58,Isle of Man,true,2,2,NYSE::GEO|OTC::GEODF,Geo Group Inc | Geodrill Limited,NYSE | OTC,GEO | GEODF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IT0003895668,Italy,true,2,2,LSE::0E7Z|NYSE ARCA::ETH,Eurotech S.p.A. | Grayscale Ethereum Mini Trust (ETH),LSE | NYSE ARCA,0E7Z | ETH,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IT0005244402,Italy,true,2,2,LSE::0RON|OTC::BFFBF,BFF BK SPA | Banca Farmafactoring S.p.A.,LSE | OTC,0RON | BFFBF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JE00B2NFV134,Jersey,true,2,2,NASDAQ::LPLA|XETRA::4RUM,LPL Financial Holdings Inc | WisdomTree Platinum 2x Daily Leveraged EUR,NASDAQ | XETRA,4RUM | LPLA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JE00BDD9QD91,Jersey,true,2,2,NYSE::LBRT|XETRA::OOER,Liberty Energy Inc. | WisdomTree Brent Crude Oil 2x Daily Leveraged ETC,NYSE | XETRA,LBRT | OOER,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3148970001,Japan,true,2,2,OTC::IPGDF|TSE::5699,"IBOKIN Co.,Ltd. | IGO Limited",OTC | TSE,5699 | IPGDF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3368000000,Japan,true,2,2,OTC::SHWDF|TSE::4004,Resonac Holdings Corporation | Showa Denko K.K,OTC | TSE,4004 | SHWDF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3399310006,Japan,true,2,2,OTC::SATLF|SET::SAK,"Saksiam Leasing Public Company Limited | Start Today Co., Ltd./ADR",OTC | SET,SAK | SATLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3735400008,Japan,true,2,2,OTC::NPPXF|TSE::9432,"NTT,Inc. | Nippon Telegraph & Telephone Corp",OTC | TSE,9432 | NPPXF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3965410008,Japan,true,2,2,OTC::ASEKF|TSE::207A,Aisin Corporation | Rising Corporation Inc.,OTC | TSE,207A | ASEKF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG1827K1076,Cayman Islands,true,2,2,NASDAQ::ALF|NASDAQ::CEPT,"Cantor Equity Partners II, Inc. | Centurion Acquisition Corp.",NASDAQ,ALF | CEPT,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG212151016,Cayman Islands,true,2,2,HKEX::01911|OTC::CSCHF,CR HOLDINGS | China Renaissance Holdings Limited,HKEX | OTC,01911 | CSCHF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG217651051,Cayman Islands,true,2,2,HKEX::00001|OTC::CKHUF,CK Hutchison Holdings Limited | CKH HOLDINGS,HKEX | OTC,00001 | CKHUF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG367381053,Cayman Islands,true,2,2,NYSE::FDP|OTC::FDDMF,FDM Group (Holdings) plc | Fresh Del Monte Produce Inc,NYSE | OTC,FDDMF | FDP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG4587A1031,Cayman Islands,true,2,2,HKEX::00423|OTC::HKGEF,HKET HOLDINGS | Hong Kong Economic Times Holdings Limited,HKEX | OTC,00423 | HKGEF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG7814S1021,Cayman Islands,true,2,2,HKEX::00178|OTC::SSILF,SA SA INT'L | Sa Sa International Holdings Limited,HKEX | OTC,00178 | SSILF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG8167W1380,Cayman Islands,true,2,2,HKEX::01177|OTC::SBMFF,SBP GROUP | Sino Biopharmaceutical Limited,HKEX | OTC,01177 | SBMFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
KYG876361257,Cayman Islands,true,2,2,NYSE::TPL|OTC::TETHF,Tethys Petroleum Limited | Texas Pacific Land Trust,NYSE | OTC,TETHF | TPL,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LR0008862868,,true,2,2,LSE::0I1W|OTC::RCLFF,RCL Foods Limited | Royal Caribbean Group,LSE | OTC,0I1W | RCLFF,,name_clusters_disjoint;registered_country_unknown,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU0460391732,Luxembourg,true,2,2,LSE::XBCU|OTC::XSVT,Xsovt Brands Inc | db x-trackers DBLCI - OY Balanced UCITS 2C,LSE | OTC,XBCU | XSVT,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU0832435464,Luxembourg,true,2,2,NASDAQ::LVO|XETRA::VOOL,LiveOne Inc | Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF - C-EUR,NASDAQ | XETRA,LVO | VOOL,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
