ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,isin_update,sector_update,decision,source_url
OGPIF,OTC,Stock,OCEANAGOLD (PHILIPPINES),OGPIF,OceanaGold (Philippines) Inc.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/OGPIF/
OHCFF,OTC,Stock,Light AI Inc.,OHCFF,Light AI Inc.,,Healthcare,Health Information Services,,Health Care,accept,https://stockanalysis.com/quote/otc/OHCFF/
OHCS,OTC,Stock,Optimus Healthcare Services Inc,OHCS,"Optimus Healthcare Services, Inc.",US68405E1073,Healthcare,Health Information Services,,Health Care,accept,https://stockanalysis.com/quote/otc/OHCS/
OHTR,OTC,Stock,Oasis Hotel Resort & Casino I,,,,,,,,no_symbol_match,
OILSF,OTC,Stock,Saturn Oil & Gas Inc,OILSF,Saturn Oil & Gas Inc.,CA80412L8832,Energy,Oil & Gas Exploration & Production,,Energy,accept,https://stockanalysis.com/quote/otc/OILSF/
OISXF,OTC,Stock,Oisix ra daichi Inc,,,,,,,,no_symbol_match,
OJOC,OTC,Stock,Ojai Oil Company,OJOC,Ojai Oil Company,US6781101075,Real Estate,Real Estate Services,,Real Estate,accept,https://stockanalysis.com/quote/otc/OJOC/
OKAI,TSXV,Stock,EvokAI Creative Labs Inc.,OKAI,EvokAI Creative Labs Inc.,,Healthcare,Health Information Services,,,no_update,https://stockanalysis.com/quote/tsxv/OKAI/
OKAIF,OTC,Stock,EvokAI Creative Labs Inc,OKAIF,EvokAI Creative Labs Inc.,CA30053J2002,Healthcare,Health Information Services,,Health Care,accept,https://stockanalysis.com/quote/otc/OKAIF/
OKASY,OTC,Stock,Onward Holdings Co Ltd,,,,,,,,no_symbol_match,
OKCTF,OTC,Stock,Okinawa Cellular Telephone Company,OKCTF,Okinawa Cellular Telephone Company,JP3194650002,Communication Services,Telecom Services,,Communication Services,accept,https://stockanalysis.com/quote/otc/OKCTF/
OLGPF,OTC,Stock,Olam Group Limited,OLGPF,Olam Group Limited,SGXE65760014,Consumer Staples,Food Distribution,SGXE65760014,Consumer Staples,accept,https://stockanalysis.com/quote/otc/OLGPF/
OLYFF,OTC,Stock,OLYMPIA FINANCIAL GROUP,OLYFF,Olympia Financial Group Inc.,,Financials,Asset Management,,Financials,accept,https://stockanalysis.com/quote/otc/OLYFF/
OMDD,OTC,Stock,Ormand Industries Inc,,,,,,,,no_symbol_match,
OMGPF,OTC,Stock,Omega Pacific Resources Inc.,OMGPF,Omega Pacific Resources Inc.,CA68218G1090,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/OMGPF/
OMMH,OTC,Stock,Omnimmune Holdings Inc,,,,,,,,no_symbol_match,
OMWS,OTC,Stock,Omnia Wellness Inc,OMWS,Omnia Wellness Inc.,US68217K2006,Consumer Discretionary,Leisure,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/OMWS/
ONAR,OTC,Stock,ONAR Holding Corporation,ONAR,ONAR Holding Corporation,US75955V1089,Communication Services,Advertising Agencies,,Communication Services,accept,https://stockanalysis.com/quote/otc/ONAR/
ONCSQ,OTC,Stock,OncoSec Medical Incorporated,ONCSQ,OncoSec Medical Incorporated,US68234L4059,Healthcare,Biotechnology,US68234L4059,,accept,https://stockanalysis.com/quote/otc/ONCSQ/
ONDO,LSE,Stock,Ondo InsurTech PLC,ONDO,Ondo InsurTech Plc,GB00BNVVGD77,Technology,Scientific & Technical Instruments,,Information Technology,accept,https://stockanalysis.com/quote/lon/ONDO/
ONEI,OTC,Stock,OneMeta AI,ONEI,OneMeta Inc.,US94770G1058,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/ONEI/
ONGRF,OTC,Stock,ONGOLD RESOURCES LTD,ONGRF,ONGold Resources Ltd.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/ONGRF/
ONTRF,OTC,Stock,Blackrock Oil Corporation,,,,,,,,no_symbol_match,
ONTTF,OTC,Stock,Oxford Nanopore Technologies Limited,ONTTF,Oxford Nanopore Technologies plc,GB00BP6S8Z30,Healthcare,Biotechnology,,Health Care,accept,https://stockanalysis.com/quote/otc/ONTTF/
ONWD,LSE,Stock,Onward Opportunities Ltd,,,,,,,,no_symbol_match,
ONWRY,OTC,Stock,Onward Medical N.V./ADR,ONWRY,Onward Medical N.V.,,,Surgical and Medical Instruments and Apparatus,,,no_update,https://stockanalysis.com/quote/otc/ONWRY/
ONXGF,OTC,Stock,Onyx Gold Corp.,ONXGF,Onyx Gold Corp.,CA68339G1037,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/ONXGF/
OONEF,OTC,Stock,01 Quantum Inc.,OONEF,01 Quantum Inc.,CA98956J1066,Technology,Software - Application,CA98956J1066,,accept,https://stockanalysis.com/quote/otc/OONEF/
OPADW,OTC,Stock,Offerpad Solutions Inc.,,,,,,,,no_symbol_match,
OPDL3B,B3,Stock,DALETH PARTICIPACOES S.A.,,,,,,,,no_symbol_match,
OPEN.P,TSXV,Stock,OpenSesame Acquisition Corp.,,,,,,,,no_symbol_match,
OPGM3,B3,Stock,GAMA PARTICIPACOES S.A.,,,,,,,,no_symbol_match,
OPITQ,OTC,Stock,Office Properties Income Trust,OPITQ,Office Properties Income Trust,,,Real Estate Investment Trusts,,,no_update,https://stockanalysis.com/quote/otc/OPITQ/
OPMNF,OTC,Stock,Oriental Petroleum & Mineral,,,,,,,,no_symbol_match,
OPMXF,OTC,Stock,Operadora de Sites Mexicanos S.A. de C.V,OPMXF,"Operadora de Sites Mexicanos, S.A.B. de C.V.",MX01SI0C0002,Industrials,Engineering & Construction,,Industrials,accept,https://stockanalysis.com/quote/otc/OPMXF/
OPPPF,OTC,Stock,"Open House Group Co., Ltd.",OPPPF,"Open House Group Co., Ltd.",,Real Estate,Real Estate - Diversified,,Real Estate,accept,https://stockanalysis.com/quote/otc/OPPPF/
OPTGF,OTC,Stock,OPTIMUS GROUP CO LTD.,OPTGF,Optimus Group Company Limited,,Consumer Discretionary,Auto & Truck Dealerships,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/OPTGF/
OQLGF,OTC,Stock,Olympique Lyonnais Groupe SA,OQLGF,Eagle Football Group SA,FR0010428771,Communication Services,Entertainment,,,name_mismatch,https://stockanalysis.com/quote/otc/OQLGF/
ORAC,TSX,Stock,Oracle CDR (CAD Hedged),ORAC,Oracle Corporation,,,Prepackaged Software,,,no_update,https://stockanalysis.com/quote/tsx/ORAC/
ORGEF,OTC,Stock,Oregen Energy Corp.,ORGEF,Oregen Energy Corp.,,Financials,Asset Management,,Financials,accept,https://stockanalysis.com/quote/otc/ORGEF/
ORLCF,OTC,Stock,Oracle Commodity Holding Corp.,ORLCF,Oracle Commodity Holding Corp.,CA68405F1045,Financials,Asset Management,,Financials,accept,https://stockanalysis.com/quote/otc/ORLCF/
ORNA4B,B3,Stock,ORNATO S.A. INDL DE PISOS E AZULEJOS,,,,,,,,no_symbol_match,
ORXGF,OTC,Stock,Orca Energy Group Inc,ORXGF,Orca Energy Group Inc.,VGG6769T1158,Energy,Oil & Gas Exploration & Production,VGG6769T1158,,accept,https://stockanalysis.com/quote/otc/ORXGF/
OSHDF,OTC,Stock,Oshidori International Holdings Limited,,,,,,,,no_symbol_match,
OSKAD,OTC,Stock,AmpliPay Group Inc.,,,,,,,,no_symbol_match,
OSOL,OTC,Stock,Osprey Solana Trust,,,,,,,,no_symbol_match,
OSSUY,OTC,Stock,Embla Medical hf,OSSUY,Embla Medical hf.,US68857T1079,Healthcare,Medical Devices,,Health Care,accept,https://stockanalysis.com/quote/otc/OSSUY/
OT1,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC,,,,,,,,no_symbol_match,
OT3,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT3,,,,,,,,no_symbol_match,
OT4,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT4,,,,,,,,no_symbol_match,
OTCFF,OTC,Stock,Ocumetics Technology Corp,OTCFF,Ocumetics Technology Corp.,CA67577H1047,Healthcare,Medical Instruments & Supplies,,Health Care,accept,https://stockanalysis.com/quote/otc/OTCFF/
OTFT,OTC,Stock,Out Front Companies Inc,,,,,,,,no_symbol_match,
OTMCF,OTC,Stock,Oreterra Metals Corp.,OTMCF,Oreterra Metals Corp.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/OTMCF/
OTPD,LSE,Stock,OTP Bank Plc,OTPD,OTP Bank Nyrt.,USX607461166,,Other,,,no_update,https://stockanalysis.com/quote/lon/OTPD/
OTPGF,OTC,Stock,OTP Bank Nyrt,,,,,,,,no_symbol_match,
OUKPF,OTC,Stock,Metso Outotec Oyj,OUKPF,Metso Oyj,FI0009014575,Industrials,Farm & Heavy Construction Machinery,FI0009014575,,accept,https://stockanalysis.com/quote/otc/OUKPF/
OVHFF,OTC,Stock,OVH Groupe S.A,OVHFF,OVH Groupe S.A.,FR0014005HJ9,Technology,Software - Infrastructure,,Information Technology,accept,https://stockanalysis.com/quote/otc/OVHFF/
OVHGY,OTC,Stock,OVH Groupe S.A.,OVHGY,OVH Groupe S.A.,,Technology,Software - Infrastructure,,Information Technology,accept,https://stockanalysis.com/quote/otc/OVHGY/
OWLTW,OTC,Stock,Owlet Inc.,,,,,,,,no_symbol_match,
OXFRV,OTC,Stock,OXFRV,,,,,,,,no_symbol_match,
OXFYY,OTC,Stock,OXFORD NANOPRE TECH U/ADR,OXFYY,Oxford Nanopore Technologies plc,,Healthcare,Biotechnology,,,name_mismatch,https://stockanalysis.com/quote/otc/OXFYY/
OXH,LSE,Stock,Oxford Technology 2 Venture Capital Trust plc,,,,,,,,no_symbol_match,
P5RD3,B3,Stock,MATRIZ COMPANHIA METALURGICA PRADA,,,,,,,,no_symbol_match,
PAANF,OTC,Stock,Pan American Energy Corp,PAANF,Pan American Energy Corp.,CA69783Y3014,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PAANF/
PAGFF,OTC,Stock,Pacifica Silver Corp.,PAGFF,Pacifica Silver Corp.,,,Silver Ores,,,no_update,https://stockanalysis.com/quote/otc/PAGFF/
PASS5,B3,Stock,COMPASS GAS E ENERGIA S.A.,,,,,,,,no_symbol_match,
PATRF,OTC,Stock,PANTHERA RES PLC,PATRF,Panthera Resources PLC,,,Gold And Silver Ores,,,name_mismatch,https://stockanalysis.com/quote/otc/PATRF/
PAUIF,OTC,Stock,Premier American Uranium Inc,PAUIF,Premier American Uranium Inc.,CA74048R1091,Energy,Uranium,,Energy,accept,https://stockanalysis.com/quote/otc/PAUIF/
PBFFF,OTC,Stock,Planet Based Foods Global Inc.,PBFFF,Planet Based Foods Global Inc.,CA72703G2027,Healthcare,Drug Manufacturers - Specialty & Generic,,Health Care,accept,https://stockanalysis.com/quote/otc/PBFFF/
PBIIF,OTC,Stock,PT BFI FNCE INDNSIA TBK,,,,,,,,no_symbol_match,
PBTHF,OTC,Stock,PointsBet Holdings Limited,PBTHF,PointsBet Holdings Limited,AU0000047797,Consumer Discretionary,Gambling,AU0000047797,,accept,https://stockanalysis.com/quote/otc/PBTHF/
PBY-UN,TSX,Stock,Canso Credit Trust - Canso Credit Income Fund,,,,,,,,no_symbol_match,
PCAA.P,TSXV,Stock,PC 1 Corp.,PCAA.P,PC 1 Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/PCAA.P/
PCBU3,B3,Stock,PACAEMBU CONSTRUTORA S.A.,,,,,,,,no_symbol_match,
PCCOF,OTC,Stock,Paltac Corporation/ADR,,,,,,,,no_symbol_match,
PCEM13,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,no_symbol_match,
PCEM14,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,no_symbol_match,
PCEM15,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,no_symbol_match,
PCEM16,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,no_symbol_match,
PCEM17,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,no_symbol_match,
PCFV4,B3,Stock,POCOS DE FERVEDOURO S.A.,,,,,,,,no_symbol_match,
PCOGF,OTC,Stock,Pancontinental Oil & Gas NL,PCOGF,Pancontinental Energy NL,AU000000PCL4,Energy,Oil & Gas Exploration & Production,AU000000PCL4,,accept,https://stockanalysis.com/quote/otc/PCOGF/
PCP.P,TSXV,Stock,Pender Street Capital Corp.,PCP.P,Pender Street Capital Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/PCP.P/
PCPZ,OTC,Stock,Leeward Group Holdings Inc,,,,,,,,no_symbol_match,
PCRDF,OTC,Stock,PCA Corporation,PCRDF,PCA Corporation,,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/PCRDF/
PCUUF,OTC,Stock,Pecoy Copper Corp.,PCUUF,Pecoy Copper Corp.,,,Metal Mining,,,no_update,https://stockanalysis.com/quote/otc/PCUUF/
PDGNF,OTC,Stock,Pendragon PLC,,,,,,,,no_symbol_match,
PDIYF,OTC,Stock,Predictive Discovery Limited,PDIYF,Predictive Discovery Limited,AU000000PDI8,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PDIYF/
PDVN.P,TSXV,Stock,Pardus Ventures Inc.,,,,,,,,no_symbol_match,
PEBBF,OTC,Stock,PEBBLE GROUP PLC,PEBBF,The Pebble Group plc,,,Advertising Agencies,,,no_update,https://stockanalysis.com/quote/otc/PEBBF/
PEFDF,OTC,Stock,Delfi Limited,PEFDF,Delfi Limited,SG1Q25921608,Consumer Staples,Confectioners,SG1Q25921608,,accept,https://stockanalysis.com/quote/otc/PEFDF/
PEIMF,OTC,Stock,PepinNini Minerals Limited,PEIMF,Power Minerals Limited,AU000000PNN7,Materials,Other Industrial Metals & Mining,AU000000PNN7,,accept,https://stockanalysis.com/quote/otc/PEIMF/
PERCF,OTC,Stock,Percheron Therapeutics Limited,PERCF,Percheron Therapeutics Limited,AU0000317281,Healthcare,Drug Manufacturers - Specialty & Generic,,Health Care,accept,https://stockanalysis.com/quote/otc/PERCF/
PFSMF,OTC,Stock,Perfect Medical Health Management Limited,,,,,,,,no_symbol_match,
PGCSF,OTC,Stock,Prosegur Compañía de Seguridad S.A,PGCSF,"Prosegur Compañía de Seguridad, S.A.",,Industrials,Security & Protection Services,,Industrials,accept,https://stockanalysis.com/quote/otc/PGCSF/
PGFF,OTC,Stock,PGFF,PGFF,"Pioneer Green Farms, Inc.",,,Medicinal Chemicals and Botanical Products,,,name_mismatch,https://stockanalysis.com/quote/otc/PGFF/
PGIC,TSX,Stock,Premium Global Income Split Corp.,,,,,,,,no_symbol_match,
PGLDF,OTC,Stock,P2 Gold Inc,PGLDF,P2 Gold Inc.,CA7446571076,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PGLDF/
PGNE,OTC,Stock,PrimeGen Energy Corp,,,,,,,,no_symbol_match,
PGPGF,OTC,Stock,Power Group Projects Corp,,,,,,,,no_symbol_match,
PGPKY,OTC,Stock,Pge Polska Energ Unsp/Adr,PGPKY,PGE Polska Grupa Energetyczna S.A.,US69341U1060,Utilities,Utilities - Regulated Electric,,Utilities,accept,https://stockanalysis.com/quote/otc/PGPKY/
PHCCF,OTC,Stock,PHC Holdings Corporation,PHCCF,PHC Holdings Corporation,,Healthcare,Medical Devices,,Health Care,accept,https://stockanalysis.com/quote/otc/PHCCF/
PHCRF,OTC,Stock,Healius Limited,,,,,,,,no_symbol_match,
PHDWY,OTC,Stock,PT Ace Hardware Indonesia Tbk,,,,,,,,no_symbol_match,
PHJMF,OTC,Stock,PT Hanjaya Mandala Sampoerna Tbk,PHJMF,PT Hanjaya Mandala Sampoerna Tbk,ID1000074008,Consumer Staples,Tobacco,ID1000074008,,accept,https://stockanalysis.com/quote/otc/PHJMF/
PHNMF,OTC,Stock,Phenom Resources Corp,PHNMF,Phenom Resources Corp.,CA71743P1071,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PHNMF/
PHYUF,OTC,Stock,Pyrophyte Acquisition Corp.,,,,,,,,no_symbol_match,
PIAHY,OTC,Stock,Ping An Healthcare and Technology Company Limited,PIAHY,Ping An Healthcare and Technology Company Limited,US72341W1062,Healthcare,Health Information Services,US72341W1062,,accept,https://stockanalysis.com/quote/otc/PIAHY/
PICJF,OTC,Stock,NTT UD REIT Investment Corporation,,,,,,,,no_symbol_match,
PIERF,OTC,Stock,PIERER MOBILITY AGKTM,PIERF,Bajaj Mobility AG,,,"Motorcycles, Bicycles, and Parts",,,name_mismatch,https://stockanalysis.com/quote/otc/PIERF/
PINT,LSE,Stock,Pantheon Infrastructure PLC,PINT,Pantheon Infrastructure PLC,GB00BLNNFL88,Financials,Asset Management,,Financials,accept,https://stockanalysis.com/quote/lon/PINT/
PINWF,OTC,Stock,Pinewood Technologies Group plc,PINWF,Pinewood Technologies Group PLC,GB00BSB7BS06,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/PINWF/
PKBFF,OTC,Stock,PeakBirch Logic Inc,,,,,,,,no_symbol_match,
PLAOF,OTC,Stock,PLAOF,,,,,,,,no_symbol_match,
PLDIF,OTC,Stock,PLAIDInc,PLDIF,"PLAID,Inc.",JP3833270006,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/PLDIF/
PLFLF,OTC,Stock,PlantFuel Life Inc,,,,,,,,no_symbol_match,
PLFS3,B3,Stock,POLO FILMS INDUSTRIA E COMERCIO SA,,,,,,,,no_symbol_match,
PLGDF,OTC,Stock,Palisades Goldcorp Ltd.,PLGDF,Palisades Goldcorp Ltd.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PLGDF/
PLGGF,OTC,Stock,Energy Plug Technologies Corp,,,,,,,,no_symbol_match,
PLIXF,OTC,Stock,Prairie Lithium Limited,PLIXF,Prairie Lithium Limited,AU0000421893,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PLIXF/
PLMUF,OTC,Stock,Plum Acquisition Corp. III,,,,,,,,no_symbol_match,
PLPKF,OTC,Stock,PPK Group Limited,,,,,,,,no_symbol_match,
PLSP3,B3,Stock,PLASCORP PARTICIPAÇÕES S.A.,,,,,,,,no_symbol_match,
PLXX.P,TSXV,Stock,Planet X II Capital Corp.,PLXX.P,Planet X II Capital Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/PLXX.P/
PLYFD,OTC,Stock,PLYFD,,,,,,,,no_symbol_match,
PMCOF,OTC,Stock,Prospector Metals Corp.,PMCOF,Prospector Metals Corp.,CA74359L2049,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PMCOF/
PMETF,OTC,Stock,PMET Resources Inc.,PMETF,PMET Resources Inc.,CA73015G1046,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PMETF/
PMIR,OTC,Stock,The PMI Group Inc,,,,,,,,no_symbol_match,
PMMFF,OTC,Stock,PREMIUM GROUP CO LTD,,,,,,,,no_symbol_match,
PMREF,OTC,Stock,Primaris Real Estate Investment Trust,,,,,,,,no_symbol_match,
PMSO,OTC,Stock,Primal Solutions Inc,,,,,,,,no_symbol_match,
PMSP13B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,,no_symbol_match,
PMSP14B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,,no_symbol_match,
PMSXF,OTC,Stock,PMSXF,,,,,,,,no_symbol_match,
PNDDF,OTC,Stock,Pender Growth Fund Inc,,,,,,,,no_symbol_match,
PNGAF,OTC,Stock,Precision Peptide Company Inc.,PNGAF,The Precision Peptide Company Inc.,CA74031F1045,Consumer Staples,Packaged Foods,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/PNGAF/
PNGB,OTC,Stock,Panglobal Brands Inc,,,,,,,,no_symbol_match,
PNPNF,OTC,Stock,POWER METALLIC MINES INC.,PNPNF,Power Metallic Mines Inc.,CA7393014062,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PNPNF/
PNTI.P,TSXV,Stock,Pentagon I Capital Corp.,,,,,,,,no_symbol_match,
PNTOF,OTC,Stock,Pantoro Ltd,PNTOF,Pantoro Gold Limited,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PNTOF/
POC.P,TSXV,Stock,POCML 7 Inc.,,,,,,,,no_symbol_match,
POELF,OTC,Stock,The Navigator Company S.A,POELF,"The Navigator Company, S.A.",PTPTI0AM0006,Materials,Paper & Paper Products,,Materials,accept,https://stockanalysis.com/quote/otc/POELF/
POLBF,OTC,Stock,Poolbeg Pharma PLC,POLBF,Poolbeg Pharma PLC,GB00BKPG7Z60,Healthcare,Biotechnology,,Health Care,accept,https://stockanalysis.com/quote/otc/POLBF/
POLWQ,OTC,Stock,Polished.com Inc,,,,,,,,no_symbol_match,
POOSF,OTC,Stock,Poseidon Concepts Corp,,,,,,,,no_symbol_match,
POPMF,OTC,Stock,POP MART INTL GROUP LTD,POPMF,Pop Mart International Group Limited,,,"Hobby, Toy, and Game Shops",,,no_update,https://stockanalysis.com/quote/otc/POPMF/
PORCF,OTC,Stock,POWER ONE RES CORP,PORCF,Power One Resources Corp.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/otc/PORCF/
POWMF,OTC,Stock,Power Metal Resources PLC,POWMF,Power Metal Resources plc,,,Metal Mining,,,no_update,https://stockanalysis.com/quote/otc/POWMF/
PPAR3,B3,Stock,POLPAR S.A.,,,,,,,,no_symbol_match,
PPAR4,B3,Stock,POLPAR S.A.,,,,,,,,no_symbol_match,
PPBGF,OTC,Stock,Inturai Ventures Corp.,,,,,,,,no_symbol_match,
PPENF,OTC,Stock,Pampa Energía S.A.,,,,,,,,no_symbol_match,
PPET,LSE,Stock,Patria Private Equity Trust,,,,,,,,no_symbol_match,
PPKRF,OTC,Stock,Pepkor Holdings Ltd.,,,,,,,,no_symbol_match,
PPOEF,OTC,Stock,PGE Polska Grupa Energetyczna S.A,PPOEF,PGE Polska Grupa Energetyczna S.A.,,Utilities,Utilities - Regulated Electric,,Utilities,accept,https://stockanalysis.com/quote/otc/PPOEF/
PPZRF,OTC,Stock,Western Atlas Resources Inc,,,,,,,,no_symbol_match,
PR1,LSE,Stock,Pri0r1ty Intelligence Group PLC,,,,,,,,no_symbol_match,
PRB,TSX,Stock,Probe Gold Inc.,,,,,,,,no_symbol_match,
PRBKY,OTC,Stock,Piraeus Bank S.A.,PRBKY,Piraeus Bank S.A.,,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/PRBKY/
PRESF,OTC,Stock,Perpetual Resources Ltd,,,,,,,,no_symbol_match,
PRH,TSXV,Stock,Pearl River Holdings Limited,PRH,Pearl River Holdings Limited,,Consumer Discretionary,Packaging & Containers,,,no_update,https://stockanalysis.com/quote/tsxv/PRH/
PRIS,LSE,Stock,PRISTINE CAPITAL PLC ORD GBP0.01,PRIS,Pristine Capital Plc,GB00BMWKKM32,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/lon/PRIS/
PRLPF,OTC,Stock,Propel Holdings Inc.,PRLPF,Propel Holdings Inc.,CA74349D1069,Financials,Credit Services,,Financials,accept,https://stockanalysis.com/quote/otc/PRLPF/
PRMLF,OTC,Stock,Premium Resources Ltd.,,,,,,,,no_symbol_match,
PRMMF,OTC,Stock,Premier African Minerals Limited,PRMMF,Premier African Minerals Limited,,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PRMMF/
PRMN3B,B3,Stock,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,,,,,,,,no_symbol_match,
PRNAF,OTC,Stock,Alterity Therapeutics Limited,PRNAF,Alterity Therapeutics Limited,AU0000043945,Healthcare,Biotechnology,AU0000043945,,accept,https://stockanalysis.com/quote/otc/PRNAF/
PRNCF,OTC,Stock,Prince Silver Corp.,PRNCF,Prince Silver Corp.,,,Metal Mining,,,no_update,https://stockanalysis.com/quote/otc/PRNCF/
PRNDY,OTC,Stock,Pernod Ricard SA.,PRNDY,Pernod Ricard SA,US7142643060,Consumer Staples,Beverages - Wineries & Distilleries,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/PRNDY/
PRPRD,OTC,Stock,Prairie Provident Resources Inc,,,,,,,,no_symbol_match,
PRRSF,OTC,Stock,Prospect Ridge Resources Corp.,PRRSF,Prospect Ridge Resources Corp.,CA74358Q1054,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PRRSF/
PRSTF,OTC,Stock,PROSPECT RES LTD.,,,,,,,,no_symbol_match,
PRTDF,OTC,Stock,Petro Matad Limited,PRTDF,Petro Matad Limited,IM00B292WR19,Energy,Oil & Gas Exploration & Production,IM00B292WR19,,accept,https://stockanalysis.com/quote/otc/PRTDF/
PRVA3,B3,Stock,PRIVALIA BRASIL S.A.,,,,,,,,no_symbol_match,
PRVFF,OTC,Stock,Pro Real Estate Investment Trust,,,,,,,,no_symbol_match,
PRXRF,OTC,Stock,PRXRF,,,,,,,,no_symbol_match,
PRYMF,OTC,Stock,Prysmian S.p.A,PRYMF,Prysmian S.p.A.,IT0004176001,Industrials,Electrical Equipment & Parts,,Industrials,accept,https://stockanalysis.com/quote/otc/PRYMF/
PSAHF,OTC,Stock,Pt Summarecon Agung,,,,,,,,no_symbol_match,
PSBAF,OTC,Stock,PT Sumber Alfaria Trijaya Tbk,PSBAF,PT Sumber Alfaria Trijaya Tbk,,Consumer Staples,Grocery Stores,,,no_update,https://stockanalysis.com/quote/otc/PSBAF/
PSBQ,OTC,Stock,PSB Holdings Inc,PSBQ,"PSB Holdings, Inc.",US69360N1081,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/PSBQ/
PSBXP,OTC,Stock,PS Business Parks Inc.,,,,,,,,no_symbol_match,
PSBYP,OTC,Stock,PS Business Parks Inc.,,,,,,,,no_symbol_match,
PSBZP,OTC,Stock,PS Business Parks Inc.,,,,,,,,no_symbol_match,
PSGCF,OTC,Stock,Pinnacle Silver and Gold Corp.,PSGCF,Pinnacle Silver and Gold Corp.,CA72350R1055,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/PSGCF/
PSGTF,OTC,Stock,PT Semen Indonesia (Persero) Tbk,,,,,,,,no_symbol_match,
PSKOF,OTC,Stock,Polski Koncern Naftowy ORLEN Spólka Akcyjna,PSKOF,Orlen S.A.,PLPKN0000018,Energy,Oil & Gas Integrated,PLPKN0000018,Energy,accept,https://stockanalysis.com/quote/otc/PSKOF/
PSKRY,OTC,Stock,PROTECTOR FRKRNG UNSP/ADR,PSKRY,Protector Forsikring ASA,,Financials,Insurance - Specialty,,,name_mismatch,https://stockanalysis.com/quote/otc/PSKRY/
PSRHF,OTC,Stock,Pulsar Helium Inc.,PSRHF,Pulsar Helium Inc.,CA7459321039,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/PSRHF/
PSSMF,OTC,Stock,PRESS METAL BHD,,,,,,,,no_symbol_match,
PSSOF,OTC,Stock,PesoRama Inc.,PSSOF,PesoRama Inc.,CA7157921072,Consumer Staples,Discount Stores,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/PSSOF/
PSYGF,OTC,Stock,Psyence Group Inc,PSYGF,Psyence Group Inc.,CA74449Q1063,Healthcare,Drug Manufacturers - General,,Health Care,accept,https://stockanalysis.com/quote/otc/PSYGF/
